timestamp,nose_x,nose_y,nose_z,nose_confidence,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_confidence,left_eye_x,left_eye_y,left_eye_z,left_eye_confidence,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_confidence,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_confidence,right_eye_x,right_eye_y,right_eye_z,right_eye_confidence,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_confidence,left_ear_x,left_ear_y,left_ear_z,left_ear_confidence,right_ear_x,right_ear_y,right_ear_z,right_ear_confidence,left_mouth_x,left_mouth_y,left_mouth_z,left_mouth_confidence,right_mouth_x,right_mouth_y,right_mouth_z,right_mouth_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_confidence,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_confidence,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_confidence,left_index_x,left_index_y,left_index_z,left_index_confidence,right_index_x,right_index_y,right_index_z,right_index_confidence,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_confidence,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_confidence,left_hip_x,left_hip_y,left_hip_z,left_hip_confidence,right_hip_x,right_hip_y,right_hip_z,right_hip_confidence,left_knee_x,left_knee_y,left_knee_z,left_knee_confidence,right_knee_x,right_knee_y,right_knee_z,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_confidence,left_heel_x,left_heel_y,left_heel_z,left_heel_confidence,right_heel_x,right_heel_y,right_heel_z,right_heel_confidence,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_confidence,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_confidence
56353,0.4829,0.27972,-0.37959,0.99998,0.491,0.2567,-0.35749,0.99997,0.49451,0.25751,-0.35756,0.99997,0.49806,0.25878,-0.35754,0.99996,0.47498,0.25626,-0.36512,0.99997,0.46918,0.2571,-0.36515,0.99997,0.46393,0.25831,-0.36521,0.99997,0.50166,0.27191,-0.21591,0.99994,0.45358,0.27222,-0.25422,0.99998,0.49153,0.30571,-0.32642,0.99998,0.47141,0.30656,-0.33666,0.99999,0.53441,0.41208,-0.11278,0.99991,0.41316,0.41497,-0.18506,0.99991,0.5439,0.58239,-0.08465,0.98081,0.39979,0.61069,-0.16921,0.99468,0.55049,0.73431,-0.24463,0.9849,0.43416,0.76561,-0.2719,0.97281,0.55566,0.78115,-0.30028,0.97105,0.43459,0.82096,-0.31327,0.94541,0.54519,0.77616,-0.33897,0.97335,0.45124,0.81549,-0.35073,0.94939,0.53908,0.76258,-0.26186,0.97095,0.45372,0.80144,-0.28726,0.94891,0.52103,0.74948,0.02224,0.99805,0.44766,0.75792,-0.02193,0.99858,0.52675,0.96502,0.13903,0.82535,0.45015,0.96562,0.04793,0.85826,0.54274,1.12839,0.3955,0.38425,0.45124,1.17992,0.21728,0.35061,0.5384,1.15696,0.41617,0.34908,0.44881,1.20482,0.22963,0.25394,0.55933,1.20844,0.30603,0.22231,0.46617,1.25594,0.08166,0.18199
56385,0.48294,0.28231,-0.37183,0.99998,0.49025,0.25938,-0.34982,0.99997,0.49353,0.25992,-0.34989,0.99997,0.49694,0.26069,-0.34987,0.99996,0.47488,0.25937,-0.35705,0.99997,0.46909,0.2605,-0.35707,0.99997,0.46375,0.26193,-0.35713,0.99997,0.49956,0.27305,-0.20929,0.99994,0.4525,0.27567,-0.24688,0.99998,0.49152,0.30794,-0.31917,0.99998,0.47152,0.30899,-0.32891,0.99999,0.53332,0.40826,-0.10898,0.99991,0.41261,0.41694,-0.17813,0.99991,0.54434,0.57946,-0.06779,0.98069,0.40054,0.61538,-0.16152,0.99477,0.54962,0.72893,-0.23009,0.98489,0.42558,0.77543,-0.27074,0.97217,0.55279,0.77584,-0.28589,0.97079,0.42381,0.8281,-0.31236,0.94416,0.54143,0.77018,-0.32159,0.97311,0.44034,0.82247,-0.35097,0.94834,0.53603,0.75701,-0.24794,0.9705,0.44438,0.80928,-0.28686,0.94796,0.52059,0.74914,0.02224,0.99803,0.44783,0.75983,-0.02191,0.99861,0.52627,0.96513,0.14202,0.83173,0.45026,0.96493,0.04878,0.86349,0.54269,1.13521,0.38507,0.40687,0.45071,1.18314,0.20924,0.37057,0.53836,1.1612,0.40447,0.36949,0.44822,1.20895,0.22054,0.26283,0.5587,1.21473,0.29573,0.24081,0.46506,1.25764,0.07707,0.19436
56417,0.48313,0.28453,-0.36741,0.99998,0.48977,0.26191,-0.34573,0.99997,0.49294,0.26221,-0.34583,0.99997,0.4965,0.26259,-0.34581,0.99996,0.47487,0.26219,-0.35453,0.99997,0.46901,0.26342,-0.35454,0.99997,0.46363,0.26492,-0.3546,0.99997,0.49882,0.27439,-0.20759,0.99994,0.4518,0.27861,-0.241,0.99998,0.49152,0.31027,-0.31528,0.99998,0.47181,0.31101,-0.32647,0.99999,0.53269,0.4083,-0.10615,0.99992,0.41258,0.41824,-0.16936,0.99991,0.54671,0.5783,-0.05965,0.98017,0.40101,0.6162,-0.14788,0.99466,0.55101,0.72186,-0.22125,0.98444,0.42021,0.78499,-0.26175,0.97082,0.55225,0.76995,-0.2763,0.96985,0.41895,0.83541,-0.30458,0.94183,0.54031,0.76318,-0.30991,0.97223,0.43582,0.82944,-0.34218,0.94627,0.53582,0.75026,-0.23857,0.96936,0.43916,0.81612,-0.27802,0.94612,0.52005,0.74975,0.02185,0.99802,0.44798,0.76409,-0.0215,0.99862,0.52592,0.96513,0.13843,0.83516,0.45084,0.96411,0.05273,0.86458,0.5427,1.13818,0.39374,0.42049,0.45387,1.18259,0.22461,0.38181,0.53838,1.163,0.4144,0.38478,0.45133,1.20874,0.23991,0.27036,0.55847,1.21601,0.31107,0.25248,0.46804,1.25618,0.08365,0.20115
56449,0.48497,0.28919,-0.36843,0.99998,0.48981,0.26626,-0.34719,0.99997,0.49303,0.26636,-0.34728,0.99997,0.49659,0.26646,-0.34728,0.99996,0.47579,0.26625,-0.35583,0.99997,0.46962,0.26722,-0.35582,0.99997,0.46395,0.26833,-0.35587,0.99996,0.4984,0.2776,-0.20943,0.99994,0.45146,0.28175,-0.24928,0.99997,0.49181,0.31551,-0.31618,0.99998,0.47424,0.31589,-0.32738,0.99999,0.53206,0.40828,-0.11373,0.99992,0.41195,0.42025,-0.17093,0.99991,0.5483,0.57005,-0.0621,0.98011,0.40103,0.61852,-0.14619,0.9946,0.5522,0.71261,-0.22934,0.98453,0.41567,0.78636,-0.24768,0.97054,0.55252,0.75849,-0.28184,0.96985,0.41291,0.83521,-0.288,0.94146,0.54059,0.75203,-0.31394,0.97225,0.42924,0.82897,-0.32765,0.94607,0.53643,0.73849,-0.24759,0.96921,0.43309,0.81589,-0.26436,0.946,0.5196,0.74976,0.02171,0.99798,0.44839,0.76453,-0.02137,0.99861,0.52584,0.96517,0.13398,0.84058,0.45156,0.96401,0.05401,0.86631,0.5435,1.13467,0.39374,0.43391,0.45349,1.17713,0.23406,0.39254,0.53904,1.15829,0.41495,0.39809,0.45133,1.20278,0.25038,0.27631,0.55927,1.21098,0.31439,0.26194,0.46589,1.25074,0.11761,0.20684
56481,0.48748,0.29101,-0.36134,0.99997,0.49035,0.26768,-0.33977,0.99996,0.49356,0.2677,-0.3399,0.99996,0.49686,0.26767,-0.33994,0.99995,0.47786,0.26786,-0.35311,0.99996,0.47188,0.26868,-0.3531,0.99996,0.46541,0.26983,-0.35319,0.99995,0.49777,0.27899,-0.19872,0.99992,0.45155,0.2836,-0.24378,0.99996,0.49303,0.31753,-0.30719,0.99997,0.47763,0.31795,-0.32384,0.99998,0.53084,0.40704,-0.11138,0.99992,0.41122,0.42317,-0.1663,0.9999,0.54926,0.56108,-0.06396,0.97997,0.40056,0.62089,-0.12808,0.99436,0.55089,0.70664,-0.26756,0.98437,0.40743,0.79526,-0.22414,0.96907,0.55102,0.75366,-0.32941,0.96948,0.40455,0.844,-0.26454,0.93901,0.53947,0.74648,-0.36268,0.97193,0.41836,0.8368,-0.3068,0.944,0.53537,0.73393,-0.28595,0.9686,0.42173,0.82345,-0.24192,0.94399,0.51919,0.75056,0.02145,0.99793,0.44803,0.76516,-0.0211,0.99856,0.52589,0.96533,0.11058,0.84387,0.45157,0.9641,0.04449,0.8652,0.54381,1.13641,0.38889,0.43941,0.45369,1.17714,0.24566,0.39499,0.53915,1.16023,0.41023,0.40186,0.45171,1.20273,0.26167,0.27445,0.55918,1.21302,0.30511,0.26427,0.46562,1.25132,0.1242,0.20806
56513,0.49208,0.2922,-0.34347,0.99995,0.49393,0.26928,-0.32004,0.99992,0.49675,0.2693,-0.3202,0.99992,0.49951,0.26929,-0.32031,0.99991,0.48226,0.26932,-0.33504,0.99992,0.47631,0.2697,-0.33504,0.99991,0.46966,0.27053,-0.33514,0.9999,0.49782,0.28123,-0.17263,0.99987,0.45228,0.28385,-0.23959,0.99992,0.49659,0.31874,-0.2867,0.99996,0.48239,0.31875,-0.30597,0.99997,0.5305,0.4071,-0.0883,0.99992,0.41083,0.424,-0.14518,0.99986,0.54949,0.5524,-0.04818,0.9798,0.40017,0.62004,-0.09573,0.99382,0.54914,0.67949,-0.26033,0.98439,0.40333,0.78599,-0.18405,0.96689,0.54861,0.72484,-0.32784,0.96954,0.4002,0.83659,-0.22297,0.93553,0.53802,0.71629,-0.3624,0.97203,0.41086,0.83251,-0.26305,0.94101,0.53462,0.70658,-0.2783,0.9683,0.41426,0.81991,-0.20107,0.94068,0.5192,0.75058,0.02175,0.99777,0.44802,0.76522,-0.0214,0.99833,0.52669,0.96703,0.05267,0.84133,0.45155,0.96791,0.01682,0.85081,0.54347,1.13704,0.38757,0.42611,0.45374,1.17504,0.26141,0.38253,0.53867,1.1579,0.40872,0.39051,0.45183,1.19838,0.28424,0.26253,0.55646,1.21488,0.30204,0.25495,0.46574,1.25034,0.13526,0.20107
56545,0.49552,0.29384,-0.31879,0.99991,0.49772,0.27072,-0.29434,0.99987,0.5008,0.27076,-0.29453,0.99986,0.50377,0.27095,-0.29464,0.99985,0.48614,0.27054,-0.30938,0.99987,0.4801,0.27079,-0.30936,0.99985,0.4733,0.2712,-0.30947,0.99983,0.50022,0.28365,-0.14279,0.99979,0.45393,0.28387,-0.21235,0.99987,0.49981,0.32047,-0.26043,0.99994,0.48533,0.31992,-0.2799,0.99996,0.53043,0.40586,-0.05914,0.99992,0.41092,0.42402,-0.11795,0.99982,0.54989,0.54028,-0.05144,0.97874,0.39985,0.61911,-0.06854,0.99336,0.54751,0.64443,-0.29823,0.98387,0.40245,0.78269,-0.16036,0.96568,0.54557,0.68193,-0.36699,0.969,0.39804,0.83592,-0.19819,0.9337,0.53589,0.6737,-0.3948,0.97159,0.40672,0.83331,-0.24024,0.93958,0.53336,0.66484,-0.31499,0.96732,0.41049,0.81962,-0.17757,0.93875,0.5192,0.75123,0.02238,0.99752,0.44799,0.76554,-0.02202,0.998,0.52861,0.97079,0.02807,0.83182,0.45145,0.9738,-0.0047,0.83421,0.54604,1.14921,0.34765,0.4027,0.45332,1.1848,0.24057,0.36318,0.54137,1.16954,0.37388,0.369,0.45033,1.20858,0.26169,0.24687,0.55778,1.22589,0.26121,0.23881,0.46522,1.25897,0.10784,0.18994
56577,0.49824,0.29607,-0.32806,0.99988,0.50126,0.2719,-0.30522,0.99983,0.50463,0.27201,-0.30537,0.99982,0.50755,0.27233,-0.30545,0.99981,0.48944,0.27169,-0.31736,0.99983,0.48356,0.27184,-0.31734,0.99982,0.47664,0.27203,-0.31744,0.9998,0.50346,0.28505,-0.15803,0.99974,0.45702,0.28372,-0.21564,0.99986,0.50265,0.32217,-0.27135,0.99992,0.48792,0.32164,-0.28735,0.99995,0.53054,0.40596,-0.07057,0.9999,0.41189,0.42327,-0.11821,0.99982,0.54896,0.54433,-0.09875,0.97043,0.39945,0.61763,-0.05565,0.9924,0.53697,0.6232,-0.37394,0.97279,0.40011,0.77968,-0.12233,0.95996,0.5333,0.65337,-0.44076,0.95514,0.39409,0.83239,-0.15114,0.92556,0.52749,0.63903,-0.45993,0.95871,0.40186,0.82902,-0.19359,0.93237,0.52676,0.63055,-0.38865,0.95206,0.40595,0.81509,-0.13914,0.93159,0.51917,0.75119,0.02072,0.99707,0.44793,0.76552,-0.02034,0.99776,0.5315,0.97076,0.04285,0.8321,0.45144,0.97359,0.00852,0.83649,0.55444,1.14331,0.3458,0.40155,0.44887,1.18075,0.24621,0.36521,0.54972,1.16341,0.37131,0.3661,0.44554,1.20393,0.26599,0.24462,0.56867,1.21956,0.25983,0.23541,0.45899,1.25583,0.1165,0.18928
56609,0.50111,0.29763,-0.32467,0.99986,0.50494,0.27295,-0.30315,0.99981,0.50841,0.27324,-0.30331,0.9998,0.51121,0.27378,-0.30339,0.99978,0.49275,0.27261,-0.31553,0.99982,0.48691,0.27246,-0.31551,0.99979,0.48013,0.2725,-0.31562,0.99978,0.5075,0.28639,-0.15446,0.9997,0.46088,0.28356,-0.21267,0.99985,0.50527,0.32348,-0.26713,0.99992,0.49105,0.32274,-0.28339,0.99994,0.53064,0.40594,-0.06786,0.99989,0.4139,0.42206,-0.11547,0.99983,0.54862,0.55138,-0.1389,0.96581,0.39948,0.61719,-0.05972,0.99146,0.53559,0.57862,-0.45103,0.96837,0.39987,0.77863,-0.13322,0.95557,0.53106,0.59818,-0.52307,0.94932,0.39331,0.83118,-0.16066,0.9194,0.52609,0.58014,-0.53319,0.95337,0.40004,0.82919,-0.20559,0.92707,0.52588,0.57145,-0.46353,0.94519,0.40398,0.81432,-0.15066,0.92605,0.51937,0.75249,0.02149,0.99651,0.44794,0.76675,-0.02111,0.99742,0.53484,0.97171,0.05274,0.83015,0.45133,0.97684,0.00963,0.8403,0.55519,1.14343,0.34436,0.39822,0.44771,1.18067,0.23967,0.36835,0.55044,1.16351,0.36865,0.36248,0.44336,1.20386,0.25897,0.24494,0.57051,1.21972,0.25815,0.23073,0.45901,1.2559,0.11091,0.19026
56641,0.50673,0.29777,-0.28366,0.99986,0.51092,0.27365,-0.26053,0.99981,0.51396,0.27429,-0.26069,0.9998,0.51667,0.27516,-0.26076,0.99978,0.4991,0.27265,-0.27754,0.99982,0.49363,0.27249,-0.2775,0.9998,0.48747,0.27239,-0.27758,0.99979,0.51324,0.28832,-0.11202,0.99971,0.46825,0.28345,-0.19217,0.99986,0.51015,0.32357,-0.22697,0.99992,0.49666,0.32262,-0.24977,0.99995,0.53076,0.40609,-0.04224,0.99989,0.41679,0.41935,-0.09979,0.99983,0.54892,0.55498,-0.15108,0.96443,0.39948,0.61329,-0.03811,0.99058,0.5383,0.55479,-0.47652,0.96851,0.39797,0.77817,-0.07342,0.95156,0.53458,0.55086,-0.54939,0.94943,0.38995,0.83152,-0.0916,0.91403,0.53036,0.53305,-0.55456,0.95338,0.39801,0.83108,-0.13683,0.92226,0.52926,0.53302,-0.48798,0.94464,0.40215,0.81524,-0.08988,0.92109,0.52033,0.75273,0.02152,0.99645,0.44817,0.76681,-0.02114,0.99734,0.53654,0.97194,0.04132,0.83159,0.45132,0.97699,0.01131,0.84354,0.55585,1.14623,0.32787,0.39532,0.44785,1.18053,0.24243,0.36911,0.55081,1.16735,0.35243,0.36094,0.44345,1.20384,0.26167,0.24635,0.5724,1.22171,0.2472,0.2266,0.4607,1.25586,0.11548,0.18941
56688,0.51221,0.29895,-0.25817,0.99987,0.5155,0.27595,-0.23534,0.99982,0.51815,0.2768,-0.23544,0.99982,0.52085,0.27776,-0.2355,0.9998,0.50463,0.27384,-0.25507,0.99983,0.49951,0.27334,-0.25502,0.99981,0.49402,0.27296,-0.25509,0.9998,0.51719,0.29132,-0.09254,0.99973,0.47462,0.2834,-0.18588,0.99987,0.51447,0.32418,-0.20373,0.99993,0.50153,0.32328,-0.23056,0.99995,0.53139,0.40864,-0.02287,0.99989,0.42035,0.4154,-0.10086,0.99985,0.55546,0.56211,-0.12804,0.96547,0.39973,0.60644,-0.03904,0.99029,0.53837,0.52728,-0.41795,0.96988,0.39808,0.77762,-0.05657,0.94986,0.52928,0.51013,-0.48445,0.95092,0.38986,0.83076,-0.06994,0.91128,0.52602,0.49338,-0.48668,0.95458,0.39836,0.82907,-0.11545,0.91948,0.52683,0.49889,-0.42667,0.94567,0.40284,0.8136,-0.07246,0.91815,0.52136,0.75298,0.02517,0.99655,0.44869,0.76625,-0.02478,0.99736,0.53708,0.97255,0.0354,0.83738,0.45125,0.97682,0.01061,0.84838,0.55503,1.15299,0.2859,0.39855,0.44682,1.18049,0.23635,0.37256,0.54993,1.17701,0.30696,0.36682,0.44154,1.20401,0.25477,0.24934,0.57232,1.2276,0.20462,0.22621,0.4607,1.25586,0.11401,0.18854
56721,0.51793,0.29999,-0.21525,0.99988,0.52073,0.27757,-0.19277,0.99983,0.52322,0.27823,-0.19286,0.99983,0.52561,0.27915,-0.19292,0.99981,0.51135,0.27533,-0.21648,0.99984,0.50647,0.27459,-0.21645,0.99982,0.50118,0.27388,-0.21654,0.99981,0.52089,0.29225,-0.05278,0.99975,0.48241,0.2834,-0.16492,0.99988,0.51882,0.32462,-0.1611,0.99993,0.50752,0.32356,-0.19338,0.99995,0.53345,0.40972,0.02484,0.99989,0.42448,0.41263,-0.0882,0.99986,0.56213,0.56925,-0.06211,0.96695,0.40046,0.60546,-0.04556,0.99041,0.54051,0.50751,-0.32712,0.97217,0.39815,0.77953,-0.08514,0.95202,0.53254,0.4844,-0.38745,0.95414,0.38961,0.83293,-0.10296,0.91458,0.5283,0.46591,-0.38066,0.95742,0.39971,0.83275,-0.14615,0.92228,0.52844,0.47198,-0.33201,0.94892,0.40451,0.81891,-0.10065,0.92056,0.523,0.75441,0.02939,0.99676,0.45036,0.76653,-0.02896,0.9975,0.53901,0.97467,0.02341,0.83368,0.45124,0.97863,-0.00424,0.84656,0.55627,1.1606,0.29942,0.37722,0.44412,1.18626,0.2238,0.36347,0.55173,1.185,0.32319,0.34877,0.43798,1.21234,0.24219,0.24135,0.5726,1.2321,0.21857,0.21584,0.46022,1.2597,0.09676,0.18224
56753,0.52505,0.29976,-0.2081,0.99988,0.52651,0.27721,-0.18547,0.99984,0.52831,0.27786,-0.18552,0.99984,0.53023,0.27877,-0.18555,0.99982,0.51836,0.2751,-0.21274,0.99985,0.51389,0.27443,-0.21273,0.99984,0.50877,0.27384,-0.21283,0.99982,0.5238,0.29185,-0.04719,0.99976,0.49011,0.28235,-0.17348,0.99989,0.52494,0.3239,-0.15437,0.99993,0.51522,0.32232,-0.1914,0.99996,0.5349,0.41349,0.04238,0.99989,0.42903,0.41087,-0.09716,0.99987,0.56859,0.57966,-0.02408,0.96758,0.40307,0.60508,-0.07907,0.99063,0.54173,0.47878,-0.25062,0.97423,0.39926,0.78519,-0.11717,0.95459,0.53407,0.44717,-0.29957,0.95689,0.39207,0.83659,-0.1349,0.91861,0.52974,0.42815,-0.2893,0.95974,0.40229,0.83739,-0.17557,0.92568,0.52946,0.43641,-0.25366,0.95167,0.40668,0.82403,-0.13178,0.92358,0.52508,0.75463,0.04392,0.99692,0.45344,0.76716,-0.04363,0.99762,0.54207,0.9751,0.02969,0.81666,0.45199,0.98101,-0.02218,0.84257,0.55571,1.16679,0.30153,0.35071,0.44374,1.19704,0.18961,0.35301,0.55119,1.19199,0.33145,0.3263,0.43579,1.22486,0.20652,0.23233,0.57288,1.23547,0.252,0.20527,0.46556,1.26979,0.06248,0.17618
56785,0.5308,0.29957,-0.19468,0.99989,0.53157,0.27769,-0.17264,0.99985,0.5333,0.27835,-0.17266,0.99985,0.53488,0.27928,-0.17269,0.99982,0.52342,0.27548,-0.20263,0.99986,0.51872,0.27471,-0.20261,0.99985,0.51351,0.27399,-0.2027,0.99983,0.52644,0.29208,-0.03846,0.99978,0.49503,0.28233,-0.17717,0.9999,0.5298,0.32378,-0.14225,0.99994,0.52031,0.32222,-0.18283,0.99996,0.53542,0.41908,0.04859,0.99989,0.43286,0.41003,-0.12492,0.99988,0.57055,0.58246,-0.01011,0.9673,0.40548,0.60517,-0.11675,0.99048,0.54191,0.47078,-0.21607,0.97588,0.40445,0.79172,-0.1301,0.9556,0.53561,0.43595,-0.26036,0.95883,0.39884,0.84114,-0.14905,0.92012,0.53096,0.41857,-0.24942,0.96128,0.40995,0.84051,-0.1867,0.92669,0.53036,0.42762,-0.21844,0.95344,0.41407,0.827,-0.14472,0.92397,0.52701,0.75523,0.05029,0.99696,0.45618,0.76747,-0.05004,0.99767,0.54521,0.97504,0.06181,0.8072,0.45258,0.98114,-0.01832,0.84172,0.5561,1.16327,0.31733,0.33485,0.44383,1.19536,0.18654,0.35512,0.55148,1.1887,0.34559,0.31611,0.43578,1.22222,0.2032,0.23412,0.57665,1.2293,0.27531,0.20345,0.46656,1.26894,0.06853,0.17772
56817,0.5373,0.29952,-0.14144,0.9999,0.53719,0.27805,-0.1232,0.99986,0.53821,0.27878,-0.1232,0.99986,0.53911,0.27976,-0.1232,0.99984,0.52893,0.27586,-0.1544,0.99987,0.52443,0.27512,-0.15439,0.99986,0.51916,0.2743,-0.15449,0.99985,0.52933,0.29213,-0.01226,0.99979,0.50081,0.28231,-0.15868,0.99991,0.53572,0.32382,-0.09747,0.99994,0.52618,0.32215,-0.13965,0.99996,0.538,0.42081,0.0625,0.99989,0.4376,0.40825,-0.13048,0.99989,0.57192,0.58453,0.00553,0.96702,0.41134,0.6046,-0.12901,0.99074,0.54295,0.46296,-0.17197,0.97774,0.4118,0.79246,-0.13002,0.95797,0.53606,0.41923,-0.21018,0.96152,0.40832,0.84148,-0.14137,0.9242,0.53159,0.40366,-0.19671,0.96361,0.42146,0.83999,-0.17492,0.93015,0.53102,0.41485,-0.17281,0.95619,0.42546,0.82625,-0.14155,0.92712,0.52881,0.75651,0.05394,0.99692,0.46062,0.76765,-0.05368,0.99771,0.54663,0.97501,0.09704,0.79324,0.45355,0.98129,-0.0113,0.84453,0.55617,1.16243,0.29898,0.31848,0.44389,1.19886,0.14092,0.35769,0.55144,1.18815,0.31688,0.30292,0.4345,1.22832,0.15185,0.23559,0.58158,1.22293,0.25042,0.20572,0.47473,1.26991,0.03153,0.18019
56849,0.54251,0.29978,-0.14002,0.99991,0.54207,0.27862,-0.12199,0.99987,0.54298,0.2794,-0.12199,0.99987,0.54387,0.28039,-0.12201,0.99985,0.53465,0.27632,-0.15136,0.99988,0.52978,0.27551,-0.15135,0.99987,0.52449,0.27462,-0.15144,0.99986,0.53432,0.29241,-0.01433,0.99981,0.50548,0.28234,-0.15294,0.99992,0.541,0.32404,-0.09738,0.99995,0.53128,0.3222,-0.13717,0.99997,0.54394,0.42143,0.05763,0.99989,0.44388,0.40721,-0.12981,0.9999,0.57459,0.58547,0.01672,0.96691,0.41864,0.6046,-0.13119,0.99119,0.54614,0.45929,-0.14146,0.97947,0.41911,0.79132,-0.13117,0.9608,0.53939,0.41667,-0.17697,0.96415,0.41696,0.84041,-0.14952,0.92909,0.53635,0.40066,-0.16496,0.96591,0.43112,0.83893,-0.18321,0.93445,0.53559,0.4118,-0.14216,0.95895,0.4352,0.82528,-0.14653,0.93131,0.53192,0.75862,0.0516,0.99703,0.46457,0.76824,-0.05134,0.99783,0.54938,0.9752,0.09363,0.79032,0.454,0.98369,-0.00731,0.85053,0.55756,1.16193,0.28928,0.30847,0.44396,1.20005,0.14155,0.36507,0.55228,1.18834,0.30635,0.29336,0.43453,1.22967,0.15277,0.23749,0.58555,1.22198,0.24032,0.21141,0.47406,1.27117,0.03636,0.18519
56881,0.54982,0.30064,-0.10488,0.99991,0.54899,0.27968,-0.0882,0.99988,0.55,0.28044,-0.0882,0.99988,0.55081,0.28137,-0.08822,0.99986,0.54239,0.27737,-0.12193,0.99989,0.53749,0.27635,-0.12193,0.99988,0.53206,0.27534,-0.12204,0.99987,0.54005,0.29276,0.01125,0.99982,0.51179,0.28267,-0.1452,0.99992,0.548,0.32496,-0.06458,0.99995,0.53904,0.32278,-0.10997,0.99997,0.54857,0.42183,0.08653,0.99988,0.44883,0.4069,-0.13362,0.99991,0.57831,0.58677,0.05857,0.96635,0.42576,0.60443,-0.14335,0.99165,0.55033,0.45707,-0.08337,0.98105,0.42937,0.79012,-0.14012,0.96377,0.54436,0.41296,-0.11465,0.96649,0.42696,0.83966,-0.1515,0.93427,0.5422,0.39742,-0.10335,0.96795,0.44035,0.83825,-0.18871,0.93907,0.54114,0.40888,-0.08431,0.96142,0.44393,0.82463,-0.14983,0.93582,0.53589,0.76188,0.05521,0.99712,0.46929,0.76879,-0.05494,0.99793,0.55093,0.97608,0.09472,0.77915,0.45509,0.98484,-0.00943,0.85264,0.55865,1.17099,0.29096,0.29143,0.44399,1.20551,0.13969,0.3639,0.55298,1.20024,0.30767,0.27702,0.43466,1.23587,0.15082,0.2343,0.58718,1.22716,0.23477,0.21109,0.47431,1.27551,0.03024,0.18651
56913,0.55488,0.30068,-0.12744,0.99992,0.55386,0.27981,-0.10972,0.99989,0.55476,0.28061,-0.10972,0.99988,0.55546,0.28155,-0.10974,0.99987,0.54776,0.27744,-0.1451,0.9999,0.54305,0.27637,-0.1451,0.99989,0.53768,0.27532,-0.14522,0.99988,0.54398,0.29275,-0.00434,0.99984,0.5171,0.28268,-0.15044,0.99993,0.55254,0.32511,-0.08498,0.99995,0.54426,0.32274,-0.13221,0.99997,0.55159,0.42366,0.0884,0.99988,0.45378,0.4068,-0.17333,0.99992,0.5834,0.58652,0.0719,0.96561,0.43404,0.60463,-0.19427,0.99202,0.55671,0.45159,-0.05506,0.98237,0.44708,0.78945,-0.19749,0.96612,0.55132,0.40606,-0.08201,0.96823,0.44342,0.83994,-0.21009,0.93827,0.54869,0.39269,-0.06684,0.96937,0.45685,0.83813,-0.23909,0.94258,0.54755,0.40566,-0.05418,0.9631,0.45959,0.82387,-0.20594,0.93904,0.54007,0.76643,0.06405,0.9971,0.47443,0.76971,-0.06377,0.99793,0.55309,0.97643,0.10528,0.76295,0.45831,0.98535,-0.00735,0.8495,0.55837,1.17504,0.29794,0.27502,0.44607,1.20593,0.15476,0.3574,0.55285,1.20457,0.31465,0.26285,0.4347,1.23567,0.1674,0.2312,0.58679,1.23182,0.23833,0.21058,0.48139,1.27663,0.04566,0.18664
